city,state,lat,long,id
Danbury,Connecticut,41.4016,-73.471,1840004837
Dandridge,Tennessee,36.0285,-83.4308,1840016168
Dane,Wisconsin,43.2499,-89.4996,1840002912
Danforth,Illinois,40.822,-87.9778,1840011859
Dania Beach,Florida,26.0594,-80.1637,1840015135
Daniel,Utah,40.4668,-111.4097,1840021394
Daniel,Wyoming,42.8658,-110.0767,1840018659
Daniels,West Virginia,37.724,-81.1267,1840038126
Danielson,Connecticut,41.8086,-71.8854,1840004781
Danielsville,Georgia,34.1238,-83.2201,1840014727
Dannebrog,Nebraska,41.1186,-98.5456,1840011662
Dansville,Michigan,42.5558,-84.303,1840011080
Dansville,New York,42.5625,-77.6968,1840004430
Dante,Virginia,36.9792,-82.296,1840026885
Dante,South Dakota,43.0399,-98.1856,1840000353
Danube,Minnesota,44.791,-95.1029,1840006772
Danvers,Illinois,40.5299,-89.1751,1840011977
Danvers,Minnesota,45.2814,-95.7559,1840006725
Danville,Washington,48.9938,-118.5068,1840037761
Danville,Missouri,38.9125,-91.5323,1840025629
Danville,Maryland,39.5124,-78.9184,1840024420
Danville,California,37.8121,-121.9698,1840021532
Danville,Georgia,32.606,-83.246,1840016955
Danville,Arkansas,35.053,-93.3902,1840014606
Danville,Kentucky,37.6418,-84.7777,1840014354
Danville,Ohio,40.447,-82.2608,1840012139
Danville,Indiana,39.7603,-86.5076,1840009539
Danville,Kansas,37.286,-97.8921,1840007621
Danville,Illinois,40.1423,-87.6114,1840007235
Danville,Iowa,40.86,-91.3146,1840007165
Danville,West Virginia,38.0808,-81.8342,1840006306
Danville,Virginia,36.5831,-79.4087,1840003878
Danville,Pennsylvania,40.9615,-76.6121,1840000854
Daphne,Alabama,30.6286,-87.8866,1840006178
Daphnedale Park,California,41.5089,-120.5507,1840028148
Darby,Montana,46.0234,-114.179,1840021172
Darby,Pennsylvania,39.921,-75.2611,1840000695
Darbydale,Ohio,39.8545,-83.1795,1840026572
Darbyville,Ohio,39.6957,-83.1139,1840012554
Dardanelle,Arkansas,35.2263,-93.1649,1840014607
Darden,Tennessee,35.6384,-88.2261,1840025796
Dardenne Prairie,Missouri,38.7566,-90.732,1840007428
Darfur,Minnesota,44.0535,-94.8378,1840006815
Dargan,Maryland,39.3767,-77.734,1840024395
Darien,Georgia,31.3568,-81.4315,1840014952
Darien,Illinois,41.7447,-87.9823,1840007045
Darien,Wisconsin,42.6008,-88.7127,1840002482
Darling,Mississippi,34.3591,-90.2754,1840025852
Darlington,Maryland,39.6425,-76.2035,1840026621
Darlington,South Carolina,34.3015,-79.867,1840014693
Darlington,Missouri,40.1982,-94.3997,1840012243
Darlington,Indiana,40.1073,-86.7767,1840009460
Darlington,Wisconsin,42.6765,-90.1204,1840003098
Darmstadt,Indiana,38.0938,-87.5793,1840009767
Darnestown,Maryland,39.096,-77.3033,1840005833
Darrington,Washington,48.2546,-121.6031,1840021081
Darrouzett,Texas,36.4449,-100.3258,1840021670
Darrtown,Ohio,39.4975,-84.669,1840024460
Darwin,California,36.2689,-117.589,1840018951
Darwin,Minnesota,45.0968,-94.4136,1840006732
Dash Point,Washington,47.313,-122.4154,1840037637
Dasher,Georgia,30.7462,-83.2253,1840017144
Dassel,Minnesota,45.083,-94.315,1840006733
Dateland,Arizona,32.8212,-113.5417,1840022978
Datil,New Mexico,34.1424,-107.8425,1840025023
Datto,Arkansas,36.3925,-90.7285,1840016087
Dauberville,Pennsylvania,40.4606,-75.9984,1840034924
Dauphin,Pennsylvania,40.3684,-76.9296,1840001284
Dauphin Island,Alabama,30.2525,-88.1438,1840017141
Davenport,California,37.0176,-122.1882,1840022570
Davenport,Oklahoma,35.7093,-96.7643,1840021711
Davenport,Washington,47.655,-118.1519,1840018404
Davenport,Florida,28.1588,-81.6084,1840015104
Davenport,Nebraska,40.3123,-97.8115,1840012282
Davenport,Iowa,41.5563,-90.6052,1840007081
Davenport,North Dakota,46.7148,-97.0654,1840000176
Davenport Center,New York,42.4459,-74.9088,1840025501
Davey,Nebraska,40.9838,-96.6692,1840011846
David City,Nebraska,41.2549,-97.1269,1840003454
Davidson,Oklahoma,34.2421,-99.0781,1840021894
Davidson,North Carolina,35.4846,-80.8252,1840016353
Davidsville,Pennsylvania,40.2348,-78.9356,1840005497
Davie,Florida,26.0789,-80.287,1840017272
Davis,North Carolina,34.7996,-76.4641,1840025836
Davis,Oklahoma,34.4577,-97.1655,1840019256
Davis,California,38.5552,-121.7365,1840018833
Davis,Illinois,42.4216,-89.4147,1840011113
Davis,West Virginia,39.1266,-79.4609,1840005890
Davis,South Dakota,43.2595,-96.9945,1840000356
Davis City,Iowa,40.6401,-93.8126,1840007197
Davis Junction,Illinois,42.1146,-89.0903,1840011235
Davisboro,Georgia,32.9826,-82.6032,1840014850
Davison,Michigan,43.0319,-83.5186,1840002947
Daviston,Alabama,33.0556,-85.6371,1840016913
Davy,West Virginia,37.4759,-81.6474,1840006425
Dawn,Missouri,39.6713,-93.6341,1840025586
Dawson,Maryland,39.4789,-78.9462,1840024421
Dawson,Texas,31.8941,-96.7151,1840022116
Dawson,Georgia,31.7721,-84.4437,1840014938
Dawson,Illinois,39.8534,-89.4625,1840012446
Dawson,Nebraska,40.1304,-95.8296,1840012343
Dawson,Iowa,41.8431,-94.2203,1840007055
Dawson,Minnesota,44.9289,-96.0504,1840006743
Dawson,Pennsylvania,40.0472,-79.6575,1840001502
Dawson,North Dakota,46.8679,-99.7536,1840000149
Dawson Springs,Kentucky,37.174,-87.688,1840014367
Dawsonville,Georgia,34.4362,-84.125,1840014677
Day,Florida,30.195,-83.2909,1840026032
Day Heights,Ohio,39.1755,-84.2275,1840034382
Day Valley,California,37.0255,-121.8559,1840028365
Daykin,Nebraska,40.3217,-97.2984,1840012286
Days Creek,Oregon,42.9705,-123.1656,1840025415
Dayton,Ohio,39.7797,-84.1998,1840034249
Dayton,Illinois,41.3856,-88.7959,1840025515
Dayton,Wyoming,44.8732,-107.2624,1840021244
Dayton,Texas,30.0292,-94.9038,1840019599
Dayton,Nevada,39.258,-119.5677,1840018796
Dayton,Idaho,42.1118,-111.9779,1840018689
Dayton,Oregon,45.2198,-123.0781,1840018574
Dayton,Washington,46.3169,-117.9768,1840018486
Dayton,Montana,47.8644,-114.2765,1840018393
Dayton,Alabama,32.3509,-87.6416,1840016995
Dayton,Tennessee,35.4912,-85.012,1840014525
Dayton,Kentucky,39.1127,-84.464,1840014259
Dayton,Indiana,40.3752,-86.7739,1840009426
Dayton,Iowa,42.2622,-94.0712,1840006942
Dayton,Minnesota,45.1906,-93.4758,1840006750
Dayton,Virginia,38.4173,-78.9412,1840006137
Dayton,New Jersey,40.3815,-74.5137,1840005414
Dayton,Pennsylvania,40.8811,-79.2411,1840000885
Dayton Lakes,Texas,30.1446,-94.8209,1840019600
Daytona Beach,Florida,29.1994,-81.0982,1840015068
Daytona Beach Shores,Florida,29.1723,-80.9808,1840015069
Dayville,Oregon,44.4667,-119.5321,1840021248
Dazey,North Dakota,47.1883,-98.2007,1840000161
De Beque,Colorado,39.3052,-108.208,1840021461
De Borgia,Montana,47.3778,-115.3189,1840018449
De Graff,Ohio,40.3127,-83.9167,1840012152
De Graff,Minnesota,45.2599,-95.4683,1840006729
De Kalb,Texas,33.5076,-94.6167,1840019340
De Kalb,Mississippi,32.7707,-88.656,1840016954
De Kalb,Missouri,39.5883,-94.9236,1840009550
De Lamere,North Dakota,46.2668,-97.3332,1840023879
De Land,Illinois,40.1218,-88.6435,1840012322
De Leon,Texas,32.1114,-98.5351,1840019511
De Leon Springs,Florida,29.1172,-81.3517,1840013118
De Motte,Indiana,41.1988,-87.1973,1840030064
De Pere,Wisconsin,44.4309,-88.0785,1840002348
De Pue,Illinois,41.328,-89.2959,1840073809
De Queen,Arkansas,34.0426,-94.342,1840014735
De Smet,Idaho,47.141,-116.9113,1840023828
De Smet,South Dakota,44.3862,-97.5497,1840000314
De Soto,Georgia,31.9548,-84.0636,1840029398
De Soto,Illinois,37.8163,-89.2269,1840012963
De Soto,Missouri,38.141,-90.5609,1840007509
De Soto,Iowa,41.5364,-94.0098,1840007056
De Soto,Wisconsin,43.4283,-91.1963,1840002695
De Soto,Kansas,38.9686,-94.9548,1840001633
De Tour Village,Michigan,45.9891,-83.9146,1840013136
De Valls Bluff,Arkansas,34.7859,-91.4602,1840014623
De Witt,Illinois,40.1848,-88.7853,1840012315
De Witt,Nebraska,40.3953,-96.9222,1840012055
De Witt,Missouri,39.3849,-93.2199,1840007337
Deadwood,South Dakota,44.3871,-103.7207,1840000312
Deal,New Jersey,40.2497,-73.9976,1840003678
Deal Island,Maryland,38.1444,-75.9417,1840006275
Deale,Maryland,38.791,-76.5469,1840005911
Dean,Texas,33.9299,-98.3676,1840019284
Dearborn,Missouri,39.5247,-94.774,1840007358
Dearborn,Michigan,42.3127,-83.2129,1840003969
Dearborn Heights,Michigan,42.3164,-83.2769,1840003970
Dearing,Georgia,33.4149,-82.3852,1840016837
Dearing,Kansas,37.0533,-95.6953,1840007620
Deary,Idaho,46.8003,-116.5571,1840018463
Deatsville,Alabama,32.5863,-86.3918,1840016964
Deaver,Wyoming,44.889,-108.596,1840021240
DeBary,Florida,28.8815,-81.324,1840015070
Decatur,Texas,33.2262,-97.5876,1840019385
Decatur,Mississippi,32.4339,-89.1092,1840016988
Decatur,Tennessee,35.5291,-84.7933,1840016301
Decatur,Georgia,33.7711,-84.2968,1840014777
Decatur,Arkansas,36.3402,-94.4578,1840014442
Decatur,Nebraska,42.0056,-96.2497,1840011390
Decatur,Michigan,42.1075,-85.9746,1840011206
Decatur,Illinois,39.8556,-88.9337,1840007269
Decatur,Indiana,40.8286,-84.9282,1840007177
Decatur,Alabama,34.573,-86.9906,1840001403
Decatur City,Iowa,40.7424,-93.8327,1840007198
Decaturville,Tennessee,35.582,-88.1195,1840016272
Decherd,Tennessee,35.2156,-86.0756,1840014601
Decker,Indiana,38.5184,-87.524,1840009731
Deckerville,Michigan,43.5265,-82.742,1840010977
Declo,Idaho,42.5197,-113.6287,1840018684
Decorah,Iowa,43.3015,-91.7844,1840006864
DeCordova,Texas,32.428,-97.6911,1840019463
Dedham,Iowa,41.9087,-94.8232,1840007002
Deemston,Pennsylvania,40.0273,-80.0334,1840003649
Deenwood,Georgia,31.2476,-82.3677,1840029444
Deep Creek,Virginia,37.763,-75.7549,1840024725
Deep River,Washington,46.3521,-123.6984,1840023929
Deep River,Iowa,41.5812,-92.3732,1840007062
Deep River Center,Connecticut,41.3823,-72.4386,1840073290
Deep Water,West Virginia,38.1217,-81.2528,1840038236
Deephaven,Minnesota,44.9318,-93.5293,1840006751
Deepstep,Georgia,33.0176,-82.9679,1840016896
Deepwater,Missouri,38.2592,-93.7746,1840007494
Deer Creek,Arizona,34.0644,-111.3505,1840075296
Deer Creek,Oklahoma,36.8067,-97.5193,1840021602
Deer Creek,Illinois,40.6293,-89.3313,1840011988
Deer Creek,Minnesota,46.3909,-95.3218,1840006655
Deer Grove,Illinois,41.6096,-89.6866,1840011420
Deer Island,Oregon,45.9332,-122.8501,1840025279
Deer Lake,Pennsylvania,40.6214,-76.0565,1840002757
Deer Lick,Oklahoma,36.4595,-94.7468,1840040357
Deer Lodge,Montana,46.3974,-112.7337,1840018437
Deer Park,California,38.536,-122.4679,1840028366
Deer Park,Alabama,31.2198,-88.3226,1840025956
Deer Park,Texas,29.6898,-95.1151,1840019621
Deer Park,Washington,47.9642,-117.4398,1840018400
Deer Park,Illinois,42.1656,-88.0868,1840011166
Deer Park,Maryland,39.424,-79.326,1840005631
Deer Park,New York,40.7623,-73.3219,1840005034
Deer Park,Ohio,39.2039,-84.3977,1840003815
Deer Park,Wisconsin,45.1885,-92.3878,1840002137
Deer River,Minnesota,47.3409,-93.7961,1840006614
Deer Trail,Colorado,39.6157,-104.0435,1840021441
Deercroft,North Carolina,34.9592,-79.4351,1840043056
Deerfield,Virginia,38.1954,-79.4105,1840024684
Deerfield,Missouri,37.8386,-94.5078,1840012960
Deerfield,Michigan,41.8901,-83.7789,1840011373
Deerfield,Illinois,42.1654,-87.8516,1840011167
Deerfield,Kansas,37.9818,-101.1331,1840007522
Deerfield,Wisconsin,43.0492,-89.0762,1840002913
Deerfield Beach,Florida,26.305,-80.1277,1840015136
Deering,Alaska,66.0723,-162.7437,1840023490
Deering,North Dakota,48.3956,-101.0503,1840000062
Deersville,Ohio,40.3083,-81.188,1840012216
Deerwood,Minnesota,46.4729,-93.9,1840006645
Deferiet,New York,44.0343,-75.6792,1840004128
Defiance,Pennsylvania,40.1599,-78.232,1840026524
Defiance,Missouri,38.6327,-90.7846,1840024597
Defiance,Ohio,41.281,-84.3661,1840007133
Defiance,Iowa,41.8254,-95.3404,1840007058
DeForest,Wisconsin,43.2301,-89.3437,1840037935
DeFuniak Springs,Florida,30.7123,-86.1208,1840015011
DeKalb,Illinois,41.9313,-88.7482,1840007033
Del Aire,California,33.9168,-118.3693,1840028367
Del City,Oklahoma,35.4483,-97.4408,1840019154
Del Mar,California,32.9633,-117.2627,1840019355
Del Mar Heights,Texas,26.0566,-97.4235,1840037041
Del Monte Forest,California,36.5857,-121.9439,1840019016
Del Muerto,Arizona,36.187,-109.4348,1840027931
Del Norte,Colorado,37.6785,-106.354,1840021542
Del Rey,California,36.6562,-119.5993,1840018938
Del Rey Oaks,California,36.5929,-121.8381,1840019024
Del Rio,California,37.7432,-121.0091,1840028341
Del Rio,Texas,29.3708,-100.88,1840019607
Del Sol,Texas,28.0132,-97.5202,1840037134
Delafield,Wisconsin,43.072,-88.3913,1840003017
DeLand,Florida,29.0224,-81.2873,1840015071
DeLand Southwest,Florida,29.0077,-81.3113,1840073824
Delano,California,35.767,-119.2637,1840019151
Delano,Minnesota,45.0383,-93.7922,1840006710
Delanson,New York,42.7474,-74.1841,1840004449
Delaplaine,Arkansas,36.2304,-90.7256,1840016121
Delavan,Illinois,40.371,-89.5461,1840007208
Delavan,Minnesota,43.7677,-94.0174,1840006842
Delavan,Wisconsin,42.6281,-88.6324,1840002483
Delavan Lake,Wisconsin,42.5987,-88.6177,1840004479
Delaware,Oklahoma,36.7789,-95.6426,1840021587
Delaware,Ohio,40.2866,-83.0747,1840007237
Delaware,Iowa,42.4713,-91.339,1840006935
Delaware City,Delaware,39.5743,-75.5939,1840005576
Delaware Park,New Jersey,40.7052,-75.1883,1840039868
Delaware Water Gap,Pennsylvania,40.975,-75.1392,1840003510
Delbarton,West Virginia,37.7052,-82.1861,1840006360
Delcambre,Louisiana,29.9515,-91.9917,1840017210
Delco,North Carolina,34.3188,-78.2267,1840025856
Delevan,New York,42.4913,-78.4796,1840004599
Delft Colony,California,36.512,-119.4465,1840024868
Delhi,California,37.4306,-120.7759,1840018930
Delhi,Louisiana,32.4529,-91.49,1840016977
Delhi,Iowa,42.4303,-91.3305,1840006936
Delhi,Minnesota,44.5979,-95.2134,1840006783
Delhi Hills,Ohio,39.0871,-84.6178,1840034107
Delia,Kansas,39.2394,-95.965,1840007329
Delight,Arkansas,34.0299,-93.5057,1840014710
DeLisle,Mississippi,30.3848,-89.2746,1840032300
Dell,Arkansas,35.8592,-90.026,1840016226
Dell City,Texas,31.9349,-105.1998,1840019522
Dell Rapids,South Dakota,43.8239,-96.7138,1840000341
Delleker,California,39.8101,-120.4969,1840018763
Dellroy,Ohio,40.555,-81.1992,1840011996
Dellwood,Wisconsin,43.9545,-89.9341,1840025381
Dellwood,Missouri,38.7564,-90.2767,1840007455
Dellwood,Minnesota,45.0986,-92.9672,1840006740
Delmar,Iowa,41.9988,-90.608,1840007043
Delmar,Maryland,38.4451,-75.5662,1840006220
Delmar,Delaware,38.465,-75.5552,1840006077
Delmita,Texas,26.6851,-98.4231,1840023202
Delmont,Pennsylvania,40.4145,-79.573,1840003628
Delmont,South Dakota,43.2666,-98.1592,1840000363
Deloit,Iowa,42.0971,-95.3175,1840007007
Delphi,Indiana,40.5834,-86.6668,1840013728
Delphos,Kansas,39.2744,-97.7654,1840007384
Delphos,Iowa,40.6632,-94.3403,1840007195
Delphos,Ohio,40.8481,-84.3368,1840007172
Delray Beach,Florida,26.455,-80.0905,1840015123
Delshire,Ohio,39.0884,-84.595,1840042360
Delta,Alabama,33.447,-85.6746,1840022972
Delta,Colorado,38.756,-108.0772,1840018820
Delta,Utah,39.3623,-112.5467,1840018809
Delta,Louisiana,32.322,-90.9414,1840018101
Delta,Ohio,41.5753,-84.0084,1840011511
Delta,Missouri,37.1974,-89.7392,1840007599
Delta,Iowa,41.3226,-92.3304,1840007110
Delta,Pennsylvania,39.7267,-76.3271,1840001440
Delta Junction,Alaska,64.0604,-145.7058,1840023474
Deltana,Alaska,63.8724,-145.2158,1840075067
Deltaville,Virginia,37.5525,-76.3331,1840026817
Delton,Michigan,42.4951,-85.4117,1840024092
Deltona,Florida,28.905,-81.2137,1840015072
Delway,North Carolina,34.8102,-78.2169,1840013077
Demarest,New Jersey,40.955,-73.9567,1840003540
Deming,New Mexico,32.2631,-107.7525,1840019458
Deming,Washington,48.8381,-122.2313,1840018345
Demopolis,Alabama,32.498,-87.8298,1840014897
Demorest,Georgia,34.5648,-83.5424,1840014662
Denair,California,37.5262,-120.7994,1840018906
Denali Park,Alaska,63.5909,-148.7107,1840023382
Dendron,Virginia,37.0364,-76.924,1840006470
Denham,Minnesota,46.3617,-92.9415,1840006663
Denham Springs,Louisiana,30.4743,-90.9594,1840015027
Denhoff,North Dakota,47.4786,-100.2592,1840023802
Denison,Texas,33.7672,-96.5807,1840019317
Denison,Kansas,39.3938,-95.6285,1840007330
Denison,Iowa,42.016,-95.3528,1840007008
Denmark,Iowa,40.7385,-91.3381,1840026405
Denmark,South Carolina,33.3152,-81.1366,1840014837
Denmark,Wisconsin,44.3493,-87.8313,1840002347
Dennard,Arkansas,35.7498,-92.5394,1840025804
Dennehotso,Arizona,36.8209,-109.879,1840018995
Denning,Arkansas,35.4252,-93.7568,1840016298
Dennis,Oklahoma,36.5433,-94.8693,1840034535
Dennis Acres,Missouri,37.0465,-94.5044,1840013045
Dennis Port,Massachusetts,41.6677,-70.1358,1840003235
Dennison,Ohio,40.3972,-81.3275,1840012087
Dennison,Minnesota,44.4088,-93.0303,1840006780
Dent,Minnesota,46.553,-95.719,1840006656
Dent,Ohio,39.1922,-84.6593,1840005880
Denton,Montana,47.3222,-109.9481,1840021112
Denton,Texas,33.2176,-97.1419,1840019390
Denton,North Carolina,35.6375,-80.1106,1840016223
Denton,Georgia,31.7221,-82.6968,1840014936
Denton,Nebraska,40.7392,-96.846,1840011847
Denton,Kansas,39.7319,-95.2696,1840007300
Denton,Maryland,38.8769,-75.8265,1840005932
Dentsville,South Carolina,34.0754,-80.9546,1840013089
Denver,North Carolina,35.5344,-81.034,1840024951
Denver,Colorado,39.7621,-104.8759,1840018789
Denver,Missouri,40.3989,-94.3233,1840012144
Denver,Indiana,40.8647,-86.0772,1840009366
Denver,Iowa,42.669,-92.3342,1840006916
Denver,Pennsylvania,40.2325,-76.1393,1840003714
Denver City,Texas,32.968,-102.8318,1840022029
Depauville,New York,44.1425,-76.0451,1840004106
Depew,Oklahoma,35.7977,-96.524,1840021692
Depew,New York,42.9117,-78.7044,1840004397
Depoe Bay,Oregon,44.8091,-124.0599,1840018593
Deport,Texas,33.5291,-95.3174,1840019330
Deputy,Indiana,38.7952,-85.6528,1840025648
DeQuincy,Louisiana,30.449,-93.4456,1840015038
Derby,Colorado,39.8401,-104.9171,1840028576
Derby,Ohio,39.764,-83.2068,1840026612
Derby,Kansas,37.5571,-97.2552,1840007569
Derby,Iowa,40.9303,-93.4565,1840007151
Derby,Connecticut,41.3265,-73.0833,1840004847
Derby Acres,California,35.2439,-119.6039,1840019128
Derby Center,Vermont,44.955,-72.1361,1840004048
Derby Line,Vermont,45.0008,-72.1034,1840004049
DeRidder,Louisiana,30.8467,-93.2931,1840015013
Dering Harbor,New York,41.0931,-72.3417,1840005146
Derma,Mississippi,33.8589,-89.2878,1840016743
Dermott,Arkansas,33.5271,-91.4324,1840014820
Derry,Pennsylvania,40.3335,-79.3011,1840001133
Derwood,Maryland,39.1136,-77.1509,1840024488
Des Allemands,Louisiana,29.8162,-90.4746,1840013109
Des Arc,Arkansas,34.9777,-91.5068,1840014624
Des Arc,Missouri,37.2837,-90.6354,1840012994
Des Lacs,North Dakota,48.2564,-101.5636,1840000048
Des Moines,New Mexico,36.7613,-103.8342,1840022632
Des Moines,Washington,47.3915,-122.3157,1840018426
Des Moines,Iowa,41.5725,-93.6105,1840007069
Des Peres,Missouri,38.5973,-90.448,1840007456
Des Plaines,Illinois,42.0345,-87.9009,1840007032
DeSales University,Pennsylvania,40.5388,-75.3778,1840043383
Descanso,California,32.8696,-116.6279,1840022970
Deschutes River Woods,Oregon,43.9887,-121.3608,1840034826
Deseret,Utah,39.2876,-112.6512,1840024463
Desert Aire,Washington,46.6873,-119.9311,1840037611
Desert Center,California,33.7378,-115.3666,1840022906
Desert Edge,California,33.9223,-116.4401,1840022907
Desert Hills,Arizona,34.5506,-114.3754,1840027987
Desert Hot Springs,California,33.9551,-116.543,1840019306
Desert Palms,California,33.779,-116.293,1840043016
Desert Shores,California,33.4041,-116.0394,1840019370
Desert View Highlands,California,34.5901,-118.1535,1840028320
Deshler,Ohio,41.2075,-83.9056,1840011606
Deshler,Nebraska,40.1398,-97.7234,1840007251
Desloge,Missouri,37.8751,-90.5192,1840007552
DeSoto,Texas,32.5992,-96.8633,1840019441
Desoto Lakes,Florida,27.373,-82.4968,1840029033
Despard,West Virginia,39.2874,-80.3158,1840005765
Destin,Florida,30.395,-86.4701,1840015008
Destrehan,Louisiana,29.9627,-90.3676,1840013110
Detmold,Maryland,39.5572,-78.991,1840031333
Detroit,Kansas,38.9358,-97.1247,1840024537
Detroit,Texas,33.6602,-95.2664,1840021951
Detroit,Oregon,44.7338,-122.1512,1840018582
Detroit,Alabama,34.0274,-88.1678,1840016757
Detroit,Illinois,39.6201,-90.6759,1840012532
Detroit,Michigan,42.3834,-83.1024,1840003971
Detroit Beach,Michigan,41.9313,-83.3292,1840006580
Detroit Lakes,Minnesota,46.806,-95.8449,1840006632
Devens,Massachusetts,42.5438,-71.6147,1840026192
Devers,Texas,30.0287,-94.586,1840019601
Deville,Louisiana,31.3398,-92.1389,1840013103
Devils Lake,North Dakota,48.1131,-98.875,1840091411
Devine,Texas,29.1457,-98.9049,1840019657
Devol,Oklahoma,34.1954,-98.5881,1840021907
Devola,Ohio,39.4739,-81.468,1840005728
Devon,Pennsylvania,40.0496,-75.4271,1840034928
Dewar,Oklahoma,35.4583,-95.9476,1840021714
Dewart,Pennsylvania,41.1099,-76.8707,1840026370
Deweese,Nebraska,40.3548,-98.1392,1840012060
Dewey,Oklahoma,36.7915,-95.9328,1840018978
Dewey Beach,Delaware,38.6958,-75.0749,1840006061
Dewey-Humboldt,Arizona,34.5175,-112.2498,1840021771
Deweyville,Utah,41.693,-112.0883,1840021328
Deweyville,Texas,30.3034,-93.7592,1840019557
DeWitt,Arkansas,34.2873,-91.3383,1840027649
DeWitt,Iowa,41.8227,-90.5448,1840007042
DeWitt,Michigan,42.8364,-84.575,1840003077
Dewy Rose,Georgia,34.1681,-82.9395,1840025863
Dexter,Kentucky,36.7396,-88.2956,1840026924
Dexter,New Mexico,33.1954,-104.3689,1840021933
Dexter,Georgia,32.4331,-83.0595,1840016973
Dexter,Michigan,42.3319,-83.8803,1840011193
Dexter,Missouri,36.7928,-89.9634,1840007643
Dexter,Kansas,37.1795,-96.7161,1840007607
Dexter,Iowa,41.5154,-94.2276,1840007057
Dexter,Minnesota,43.7194,-92.7017,1840006831
Dexter,New York,44.0111,-76.0425,1840004129
Dexter City,Ohio,39.6592,-81.4739,1840012465
D'Hanis,Texas,29.3305,-99.2753,1840022500
Diablo,California,37.8408,-121.9565,1840018896
Diablo Grande,California,37.4006,-121.2699,1840028423
Diablock,Kentucky,37.2295,-83.1709,1840026855
Diagonal,Iowa,40.8105,-94.3421,1840007196
Diamond,Illinois,41.2852,-88.2506,1840011614
Diamond,Missouri,36.9969,-94.3152,1840009928
Diamond Bar,California,33.9991,-117.8161,1840019244
Diamond Beach,New Jersey,38.9587,-74.852,1840005865
Diamond Bluff,Wisconsin,44.649,-92.6189,1840025342
Diamond City,Arkansas,36.4575,-92.9129,1840014450
Diamond Ridge,Alaska,59.7024,-151.5545,1840023651
Diamond Springs,California,38.692,-120.8391,1840018829
Diamondhead,Mississippi,30.3791,-89.3708,1840013106
Diamondhead Lake,Iowa,41.5489,-94.2593,1840029700
Diamondville,Wyoming,41.7771,-110.5357,1840021293
Diaperville,Wisconsin,46.606,-90.7101,1840042155
Diaz,Arkansas,35.6478,-91.262,1840014515
Dibble,Oklahoma,35.0152,-97.6275,1840021808
D'Iberville,Mississippi,30.4709,-88.9011,1840015023
Diboll,Texas,31.1881,-94.783,1840019549
Dickens,Texas,33.6213,-100.8368,1840019335
Dickens,Iowa,43.1339,-95.0223,1840006883
Dickerson City,Florida,30.4826,-87.0651,1840029112
Dickey,North Dakota,46.5368,-98.4681,1840000215
Dickeyville,Wisconsin,42.6248,-90.5914,1840002975
Dickinson,Texas,29.4546,-95.0583,1840019667
Dickinson,North Dakota,46.8917,-102.7924,1840000192
Dickson,Oklahoma,34.1877,-96.997,1840021900
Dickson,Tennessee,36.064,-87.3668,1840014468
Dickson City,Pennsylvania,41.4684,-75.6358,1840003380
Dicksonville,Pennsylvania,40.7153,-79.0105,1840005349
Diehlstadt,Missouri,36.9593,-89.4323,1840013037
Dierks,Arkansas,34.12,-94.0173,1840014707
Dieterich,Illinois,39.0601,-88.3825,1840012738
Dietrich,Idaho,42.9127,-114.2663,1840018663
Diggins,Missouri,37.174,-92.8503,1840013015
Dighton,Kansas,38.481,-100.4664,1840007477
Dike,Iowa,42.4641,-92.6255,1840006967
Dilkon,Arizona,35.3606,-110.3155,1840018960
Dill City,Oklahoma,35.282,-99.1335,1840021781
Dillard,Oregon,43.1082,-123.4262,1840025416
Dillard,Georgia,34.9749,-83.382,1840014637
Diller,Nebraska,40.1089,-96.9374,1840012287
Dilley,Texas,28.6675,-99.1765,1840019687
Dillingham,Alaska,59.055,-158.5379,1840023279
Dillon,Colorado,39.6213,-106.0392,1840021429
Dillon,Montana,45.2177,-112.6348,1840018539
Dillon,South Carolina,34.4233,-79.3689,1840014676
Dillon Beach,California,38.2436,-122.956,1840018883
Dillonvale,Ohio,39.2173,-84.403,1840146897
Dillsboro,North Carolina,35.3706,-83.2526,1840016346
Dillsboro,Indiana,39.0185,-85.0531,1840009623
Dillsburg,Pennsylvania,40.1103,-77.0335,1840001441
Dillwyn,Virginia,37.5411,-78.4613,1840006384
Dilworth,Minnesota,46.8795,-96.6986,1840006637
Dimmitt,Texas,34.5324,-102.3111,1840019249
Dimock,South Dakota,43.4764,-97.9888,1840000359
Dimondale,Michigan,42.6485,-84.6475,1840011084
Dinosaur,Colorado,40.2402,-109.0078,1840021376
Dinuba,California,36.5453,-119.3987,1840019044
Diomede,Alaska,65.7536,-168.9219,1840023505
Disautel,Washington,48.345,-119.2299,1840023755
Discovery Bay,California,37.9071,-121.6076,1840018897
Discovery Harbour,Hawaii,19.0415,-155.6254,1840029592
DISH,Texas,33.133,-97.3014,1840022007
Disney,Oklahoma,36.477,-95.0195,1840021660
District Heights,Maryland,38.8588,-76.8885,1840005972
Divernon,Illinois,39.5707,-89.6546,1840012447
Divide,Colorado,38.945,-105.1619,1840024550
Dix,Illinois,38.4431,-88.9423,1840012913
Dix,Nebraska,41.2342,-103.4867,1840011656
Dix Hills,New York,40.8035,-73.337,1840005035
Dixie,West Virginia,38.251,-81.1943,1840025667
Dixie,Washington,46.1392,-118.148,1840018487
